restId,itemName,price,calories,photo,createdAt,updatedAt
25,Cookies Cereal Nut,459.48,1059,http://dummyimage.com/163x100.png/ff4444/ffffff,2018-10-04 12:03:01,2022-12-23 10:44:20
15,Liquid Aminios Acid - Braggs,418.34,1232,http://dummyimage.com/224x100.png/dddddd/000000,2019-06-09 16:45:47,2023-04-15 03:05:11
22,"Yogurt - Raspberry, 175 Gr",861.93,1052,http://dummyimage.com/203x100.png/ff4444/ffffff,2017-09-19 15:35:11,2023-08-14 18:21:41
5,Truffle Cups Green,252.64,1012,http://dummyimage.com/134x100.png/ff4444/ffffff,2014-05-30 10:02:09,2023-08-26 03:31:52
1,Filo Dough,21.14,1775,http://dummyimage.com/123x100.png/ff4444/ffffff,2018-03-08 15:48:40,2021-04-13 10:38:27
1,Mikes Hard Lemonade,814.25,1973,http://dummyimage.com/105x100.png/dddddd/000000,2019-05-31 08:03:20,2021-05-03 15:38:56
2,Kellogs Raisan Bran Bars,77.77,694,http://dummyimage.com/190x100.png/5fa2dd/ffffff,2017-04-16 03:57:14,2021-04-08 00:33:46
29,Veal - Kidney,181.41,1778,http://dummyimage.com/109x100.png/dddddd/000000,2018-07-16 23:18:13,2021-02-03 10:00:23
36,"Chicken - Leg, Fresh",880.29,298,http://dummyimage.com/136x100.png/ff4444/ffffff,2019-03-14 06:13:05,2022-01-19 21:08:21
11,"Juice - Orange, 341 Ml",734.81,794,http://dummyimage.com/193x100.png/cc0000/ffffff,2020-12-18 14:15:47,2022-06-02 03:52:47
6,Yokaline,990.67,608,http://dummyimage.com/125x100.png/5fa2dd/ffffff,2020-06-05 16:19:51,2023-02-08 02:01:50
30,Cakes Assorted,410.36,851,http://dummyimage.com/115x100.png/dddddd/000000,2019-04-06 04:19:06,2023-05-21 15:01:19
31,Lamb Leg - Bone - In Nz,700.77,363,http://dummyimage.com/212x100.png/ff4444/ffffff,2017-03-10 22:32:46,2023-02-23 03:35:18
32,"Soup - Knorr, Ministrone",535.77,629,http://dummyimage.com/236x100.png/ff4444/ffffff,2018-01-05 22:40:25,2023-01-18 09:16:09
33,"Shrimp, Dried, Small / Lb",742.72,1243,http://dummyimage.com/149x100.png/ff4444/ffffff,2019-12-19 04:04:21,2022-08-18 11:36:32
20,Munchies Honey Sweet Trail Mix,298.27,72,http://dummyimage.com/199x100.png/dddddd/000000,2017-02-24 11:16:43,2024-01-01 09:05:08
22,Squeeze Bottle,139.26,317,http://dummyimage.com/197x100.png/5fa2dd/ffffff,2020-02-02 14:57:29,2021-01-24 03:18:47
37,Sauce - Marinara,631.11,114,http://dummyimage.com/120x100.png/cc0000/ffffff,2014-02-18 03:03:56,2023-06-05 23:46:14
39,"Onions - Dried, Chopped",908.97,1456,http://dummyimage.com/127x100.png/ff4444/ffffff,2017-07-01 14:48:29,2023-12-11 20:19:30
17,Wine - Rhine Riesling Wolf Blass,408.43,720,http://dummyimage.com/150x100.png/ff4444/ffffff,2019-03-12 08:59:57,2021-09-02 04:31:49
3,Cheese - Goat With Herbs,383.86,212,http://dummyimage.com/107x100.png/ff4444/ffffff,2016-08-21 09:21:49,2023-07-26 04:01:40
34,Ecolab - Mikroklene 4/4 L,804.32,1338,http://dummyimage.com/230x100.png/dddddd/000000,2017-10-22 13:56:16,2022-06-25 18:06:36
14,Buffalo - Tenderloin,678.42,1155,http://dummyimage.com/110x100.png/dddddd/000000,2017-07-31 13:42:05,2021-01-24 08:06:12
24,"Wine - Red, Gamay Noir",48.37,1610,http://dummyimage.com/115x100.png/5fa2dd/ffffff,2016-07-12 15:58:28,2023-06-01 04:26:35
18,Trueblue - Blueberry Cranberry,613.13,1336,http://dummyimage.com/110x100.png/ff4444/ffffff,2014-09-14 09:58:50,2021-07-14 02:01:31
40,Longan,382.71,1245,http://dummyimage.com/119x100.png/ff4444/ffffff,2020-05-21 12:48:51,2023-08-02 23:35:37
13,Croissants Thaw And Serve,716.05,1190,http://dummyimage.com/164x100.png/ff4444/ffffff,2019-05-15 18:01:03,2023-04-04 19:56:22
26,Cranberries - Frozen,236.87,917,http://dummyimage.com/185x100.png/dddddd/000000,2020-07-11 10:23:10,2022-11-13 19:06:51
4,"Pork - Back, Long Cut, Boneless",376.65,112,http://dummyimage.com/111x100.png/5fa2dd/ffffff,2020-12-25 07:14:07,2023-05-15 15:27:03
25,Chocolate Liqueur - Godet White,358.17,797,http://dummyimage.com/199x100.png/dddddd/000000,2016-10-10 07:15:02,2021-04-02 18:03:23
15,Dill Weed - Fresh,29.98,1811,http://dummyimage.com/106x100.png/ff4444/ffffff,2020-04-04 06:46:58,2021-02-12 21:32:25
10,Loquat,33.84,956,http://dummyimage.com/239x100.png/dddddd/000000,2017-11-27 22:35:35,2021-05-03 21:17:09
9,Tomatillo,116.52,712,http://dummyimage.com/151x100.png/cc0000/ffffff,2015-05-16 23:28:11,2021-12-25 23:20:21
12,Marzipan 50/50,929.3,1509,http://dummyimage.com/114x100.png/dddddd/000000,2015-07-08 13:14:59,2021-01-21 11:00:33
35,"Vermouth - Sweet, Cinzano",477.08,1587,http://dummyimage.com/118x100.png/ff4444/ffffff,2018-07-05 20:25:51,2022-12-04 10:26:22
16,Zucchini - Yellow,518.41,1297,http://dummyimage.com/231x100.png/5fa2dd/ffffff,2020-12-06 11:26:08,2023-11-21 17:47:41
32,Sultanas,636.12,382,http://dummyimage.com/230x100.png/dddddd/000000,2019-10-24 08:59:25,2023-04-24 13:21:05
14,Flour - Whole Wheat,481.9,1077,http://dummyimage.com/176x100.png/5fa2dd/ffffff,2018-01-05 18:15:07,2023-04-10 10:04:15
25,Eggroll,225.89,213,http://dummyimage.com/188x100.png/ff4444/ffffff,2019-12-17 09:43:54,2022-06-30 19:23:12
3,Quail - Jumbo,15.87,268,http://dummyimage.com/127x100.png/5fa2dd/ffffff,2014-09-10 05:28:19,2022-09-06 19:55:30
